,j,u,v,temp,sal,y,mn,d,h,mi
1993-07-18 03:00:00,564.125,11.7,-1.3,28.3,29.2,1993,7,18,3,0
1993-07-18 04:00:00,564.1667,12.3,-4.5,28.1,29.4,1993,7,18,4,0
1993-07-18 05:00:00,564.2083,9.6,-5.3,27.6,31.0,1993,7,18,5,0
1993-07-18 06:00:00,564.25,7.6,-2.3,27.2,32.4,1993,7,18,6,0
1993-07-18 07:00:00,564.2917,10.6,-2.0,27.2,32.5,1993,7,18,7,0
1993-07-18 08:00:00,564.3333,15.0,-6.2,27.3,32.1,1993,7,18,8,0
1993-07-18 09:00:00,564.375,14.6,-10.4,27.3,32.1,1993,7,18,9,0
1993-07-18 10:00:00,564.4167,12.0,-11.4,27.3,32.2,1993,7,18,10,0
1993-07-18 11:00:00,564.4583,11.4,-8.9,27.3,32.4,1993,7,18,11,0
1993-07-18 12:00:00,564.5,9.3,-7.9,27.3,32.5,1993,7,18,12,0
1993-07-18 13:00:00,564.5417,5.2,-8.6,27.3,32.6,1993,7,18,13,0
1993-07-18 14:00:00,564.5833,4.7,-2.3,27.4,32.2,1993,7,18,14,0
1993-07-18 15:00:00,564.625,5.2,6.8,27.4,31.8,1993,7,18,15,0
1993-07-18 16:00:00,564.6667,2.3,7.6,27.4,32.2,1993,7,18,16,0
1993-07-18 17:00:00,564.7083,1.7,5.5,27.5,32.0,1993,7,18,17,0
1993-07-18 18:00:00,564.75,7.3,6.9,27.7,30.8,1993,7,18,18,0
1993-07-18 19:00:00,564.7917,11.6,7.4,28.1,29.0,1993,7,18,19,0
1993-07-18 20:00:00,564.8333,10.6,6.2,28.5,27.2,1993,7,18,20,0
1993-07-18 21:00:00,564.875,8.7,5.2,28.7,26.4,1993,7,18,21,0
1993-07-18 22:00:00,564.9167,7.7,4.7,28.7,26.4,1993,7,18,22,0
1993-07-18 23:00:00,564.9583,6.2,5.3,28.7,26.2,1993,7,18,23,0
1993-07-19 00:00:00,565.0,8.1,4.9,28.6,26.9,1993,7,19,0,0
1993-07-19 01:00:00,565.0417,12.9,4.2,28.5,28.1,1993,7,19,1,0
1993-07-19 02:00:00,565.0833,14.8,6.8,28.5,28.2,1993,7,19,2,0
1993-07-19 03:00:00,565.125,16.0,8.9,28.4,28.4,1993,7,19,3,0
1993-07-19 04:00:00,565.1667,19.4,4.1,28.2,30.1,1993,7,19,4,0
1993-07-19 05:00:00,565.2083,20.7,-4.9,28.0,31.3,1993,7,19,5,0
1993-07-19 06:00:00,565.25,18.0,-13.7,28.0,31.3,1993,7,19,6,0
1993-07-19 07:00:00,565.2917,15.5,-18.6,28.0,30.9,1993,7,19,7,0
1993-07-19 08:00:00,565.3333,16.1,-18.3,28.2,30.2,1993,7,19,8,0
1993-07-19 09:00:00,565.375,17.4,-17.1,28.3,29.7,1993,7,19,9,0
1993-07-19 10:00:00,565.4167,19.6,-15.1,28.3,29.6,1993,7,19,10,0
1993-07-19 11:00:00,565.4583,19.7,-10.8,28.2,29.7,1993,7,19,11,0
1993-07-19 12:00:00,565.5,10.7,-8.0,28.0,30.3,1993,7,19,12,0
1993-07-19 13:00:00,565.5417,1.5,-6.1,27.8,30.9,1993,7,19,13,0
1993-07-19 14:00:00,565.5833,1.0,-1.2,27.8,31.0,1993,7,19,14,0
1993-07-19 15:00:00,565.625,2.5,5.0,27.7,31.1,1993,7,19,15,0
1993-07-19 16:00:00,565.6667,3.9,6.4,27.8,31.1,1993,7,19,16,0
1993-07-19 17:00:00,565.7083,5.8,3.0,27.9,31.1,1993,7,19,17,0
1993-07-19 18:00:00,565.75,4.6,0.6,27.9,30.9,1993,7,19,18,0
1993-07-19 19:00:00,565.7917,3.7,0.5,28.0,30.2,1993,7,19,19,0
1993-07-19 20:00:00,565.8333,7.2,0.3,28.3,29.2,1993,7,19,20,0
1993-07-19 21:00:00,565.875,13.3,0.5,28.5,28.8,1993,7,19,21,0
1993-07-19 22:00:00,565.9167,17.2,1.1,28.3,29.1,1993,7,19,22,0
1993-07-19 23:00:00,565.9583,17.2,2.6,28.1,29.5,1993,7,19,23,0
1993-07-20 00:00:00,566.0,16.2,5.1,28.0,29.9,1993,7,20,0,0
1993-07-20 01:00:00,566.0417,13.9,7.3,28.0,30.1,1993,7,20,1,0
1993-07-20 02:00:00,566.0833,9.9,9.7,28.0,30.0,1993,7,20,2,0
1993-07-20 03:00:00,566.125,9.4,13.3,28.0,30.2,1993,7,20,3,0
1993-07-20 04:00:00,566.1667,14.1,16.0,28.0,30.6,1993,7,20,4,0
1993-07-20 05:00:00,566.2083,18.4,14.5,27.9,30.7,1993,7,20,5,0
1993-07-20 06:00:00,566.25,19.1,8.5,27.8,30.7,1993,7,20,6,0
1993-07-20 07:00:00,566.2917,18.4,5.2,27.8,30.9,1993,7,20,7,0
1993-07-20 08:00:00,566.3333,18.6,9.7,27.9,30.7,1993,7,20,8,0
1993-07-20 09:00:00,566.375,19.4,16.0,28.0,30.1,1993,7,20,9,0
1993-07-20 10:00:00,566.4167,21.9,19.2,28.0,29.9,1993,7,20,10,0
1993-07-20 11:00:00,566.4583,28.7,20.0,27.9,30.2,1993,7,20,11,0
1993-07-20 12:00:00,566.5,36.6,16.8,27.8,30.0,1993,7,20,12,0
1993-07-20 13:00:00,566.5417,37.8,10.7,27.7,30.0,1993,7,20,13,0
1993-07-20 14:00:00,566.5833,32.4,4.6,27.5,31.0,1993,7,20,14,0
1993-07-20 15:00:00,566.625,29.6,-0.7,27.5,31.1,1993,7,20,15,0
1993-07-20 16:00:00,566.6667,32.7,-2.4,27.9,29.5,1993,7,20,16,0
1993-07-20 17:00:00,566.7083,34.3,-2.7,28.2,28.5,1993,7,20,17,0
1993-07-20 18:00:00,566.75,30.8,-4.4,28.0,28.8,1993,7,20,18,0
1993-07-20 19:00:00,566.7917,26.8,-5.9,28.0,28.9,1993,7,20,19,0
1993-07-20 20:00:00,566.8333,24.2,-11.2,28.5,28.1,1993,7,20,20,0
1993-07-20 21:00:00,566.875,24.7,-21.1,29.3,27.1,1993,7,20,21,0
1993-07-20 22:00:00,566.9167,30.7,-24.6,30.0,26.7,1993,7,20,22,0
1993-07-20 23:00:00,566.9583,34.9,-19.9,30.1,26.7,1993,7,20,23,0
1993-07-21 00:00:00,567.0,31.2,-15.2,30.1,26.8,1993,7,21,0,0
1993-07-21 01:00:00,567.0417,24.9,-11.8,30.0,27.2,1993,7,21,1,0
1993-07-21 02:00:00,567.0833,20.0,-7.9,30.0,27.7,1993,7,21,2,0
1993-07-21 03:00:00,567.125,16.4,-4.3,30.0,27.8,1993,7,21,3,0
1993-07-21 04:00:00,567.1667,15.4,1.0,29.9,27.9,1993,7,21,4,0
1993-07-21 05:00:00,567.2083,17.0,8.5,29.5,28.4,1993,7,21,5,0
1993-07-21 06:00:00,567.25,20.1,13.5,29.3,28.8,1993,7,21,6,0
1993-07-21 07:00:00,567.2917,23.4,14.2,29.5,28.9,1993,7,21,7,0
1993-07-21 08:00:00,567.3333,25.7,13.1,29.6,29.0,1993,7,21,8,0
1993-07-21 09:00:00,567.375,27.2,10.2,29.7,29.2,1993,7,21,9,0
1993-07-21 10:00:00,567.4167,27.9,7.6,29.8,29.2,1993,7,21,10,0
1993-07-21 11:00:00,567.4583,28.6,11.7,30.0,28.9,1993,7,21,11,0
1993-07-21 12:00:00,567.5,32.1,21.0,30.0,28.8,1993,7,21,12,0
1993-07-21 13:00:00,567.5417,37.5,27.9,29.9,28.8,1993,7,21,13,0
1993-07-21 14:00:00,567.5833,40.4,30.6,29.9,29.0,1993,7,21,14,0
1993-07-21 15:00:00,567.625,41.7,29.4,29.8,29.7,1993,7,21,15,0
1993-07-21 16:00:00,567.6667,43.4,24.1,29.9,30.1,1993,7,21,16,0
1993-07-21 17:00:00,567.7083,41.1,18.3,30.1,30.5,1993,7,21,17,0
1993-07-21 18:00:00,567.75,36.6,15.0,30.1,30.9,1993,7,21,18,0
1993-07-21 19:00:00,567.7917,35.9,10.9,29.8,30.9,1993,7,21,19,0
1993-07-21 20:00:00,567.8333,35.9,2.5,29.7,30.3,1993,7,21,20,0
1993-07-21 21:00:00,567.875,31.8,-6.3,29.8,30.5,1993,7,21,21,0
1993-07-21 22:00:00,567.9167,26.5,-11.1,30.0,31.2,1993,7,21,22,0
1993-07-21 23:00:00,567.9583,22.6,-13.9,30.1,31.1,1993,7,21,23,0
1993-07-22 00:00:00,568.0,16.9,-17.5,30.2,30.8,1993,7,22,0,0
1993-07-22 01:00:00,568.0417,6.3,-20.2,30.0,30.9,1993,7,22,1,0
1993-07-22 02:00:00,568.0833,-3.2,-17.4,29.3,31.3,1993,7,22,2,0
1993-07-22 03:00:00,568.125,-6.5,-10.2,28.8,31.7,1993,7,22,3,0
1993-07-22 04:00:00,568.1667,-9.1,-2.9,28.7,31.7,1993,7,22,4,0
1993-07-22 05:00:00,568.2083,-9.9,2.6,28.8,31.7,1993,7,22,5,0
1993-07-22 06:00:00,568.25,-5.9,4.7,28.5,32.1,1993,7,22,6,0
1993-07-22 07:00:00,568.2917,-6.1,7.0,28.4,32.4,1993,7,22,7,0
1993-07-22 08:00:00,568.3333,-8.2,12.5,29.0,32.1,1993,7,22,8,0
1993-07-22 09:00:00,568.375,-2.2,17.6,29.7,31.6,1993,7,22,9,0
1993-07-22 10:00:00,568.4167,8.1,20.4,30.1,31.2,1993,7,22,10,0
1993-07-22 11:00:00,568.4583,18.1,22.2,30.1,31.0,1993,7,22,11,0
1993-07-22 12:00:00,568.5,25.8,22.4,30.1,31.1,1993,7,22,12,0
1993-07-22 13:00:00,568.5417,30.6,20.6,30.1,30.8,1993,7,22,13,0
1993-07-22 14:00:00,568.5833,37.1,16.6,30.1,30.5,1993,7,22,14,0
1993-07-22 15:00:00,568.625,41.8,12.0,30.0,30.5,1993,7,22,15,0
1993-07-22 16:00:00,568.6667,41.4,11.4,29.9,30.6,1993,7,22,16,0
1993-07-22 17:00:00,568.7083,39.6,12.5,30.0,30.4,1993,7,22,17,0
1993-07-22 18:00:00,568.75,37.2,8.2,30.1,30.3,1993,7,22,18,0
1993-07-22 19:00:00,568.7917,35.8,3.0,29.9,30.3,1993,7,22,19,0
1993-07-22 20:00:00,568.8333,38.1,4.5,29.4,30.2,1993,7,22,20,0
1993-07-22 21:00:00,568.875,39.0,4.4,29.3,29.9,1993,7,22,21,0
1993-07-22 22:00:00,568.9167,36.3,-3.6,29.9,29.4,1993,7,22,22,0
1993-07-22 23:00:00,568.9583,33.7,-9.4,30.4,29.0,1993,7,22,23,0
1993-07-23 00:00:00,569.0,30.3,-7.5,30.3,28.8,1993,7,23,0,0
1993-07-23 01:00:00,569.0417,25.3,-5.0,29.7,28.3,1993,7,23,1,0
1993-07-23 02:00:00,569.0833,21.1,-5.0,28.7,28.2,1993,7,23,2,0
1993-07-23 03:00:00,569.125,17.8,-4.4,28.2,28.8,1993,7,23,3,0
1993-07-23 04:00:00,569.1667,13.9,-2.4,28.1,29.1,1993,7,23,4,0
1993-07-23 05:00:00,569.2083,11.6,-1.0,28.1,29.2,1993,7,23,5,0
1993-07-23 06:00:00,569.25,12.9,-1.0,28.0,29.2,1993,7,23,6,0
1993-07-23 07:00:00,569.2917,11.3,1.0,28.0,29.1,1993,7,23,7,0
1993-07-23 08:00:00,569.3333,3.2,4.7,28.0,29.2,1993,7,23,8,0
1993-07-23 09:00:00,569.375,-1.6,5.6,27.9,29.5,1993,7,23,9,0
1993-07-23 10:00:00,569.4167,1.6,7.5,27.9,29.5,1993,7,23,10,0
1993-07-23 11:00:00,569.4583,7.4,10.9,27.9,29.4,1993,7,23,11,0
1993-07-23 12:00:00,569.5,16.1,7.9,28.0,29.1,1993,7,23,12,0
1993-07-23 13:00:00,569.5417,27.4,7.9,28.8,28.0,1993,7,23,13,0
1993-07-23 14:00:00,569.5833,33.9,21.1,29.7,26.9,1993,7,23,14,0
1993-07-23 15:00:00,569.625,33.1,32.3,29.7,26.6,1993,7,23,15,0
1993-07-23 16:00:00,569.6667,32.6,31.3,29.1,27.1,1993,7,23,16,0
1993-07-23 17:00:00,569.7083,37.7,26.9,28.9,27.5,1993,7,23,17,0
1993-07-23 18:00:00,569.75,42.6,24.3,29.0,27.5,1993,7,23,18,0
1993-07-23 19:00:00,569.7917,43.4,22.7,29.5,27.2,1993,7,23,19,0
1993-07-23 20:00:00,569.8333,45.7,19.3,29.9,27.0,1993,7,23,20,0
1993-07-23 21:00:00,569.875,49.9,14.2,30.0,27.0,1993,7,23,21,0
1993-07-23 22:00:00,569.9167,52.0,10.5,29.7,27.7,1993,7,23,22,0
1993-07-23 23:00:00,569.9583,55.1,5.3,29.5,28.6,1993,7,23,23,0
1993-07-24 00:00:00,570.0,59.2,-2.1,29.6,28.7,1993,7,24,0,0
1993-07-24 01:00:00,570.0417,59.3,-6.0,29.8,27.8,1993,7,24,1,0
1993-07-24 02:00:00,570.0833,55.3,-6.8,30.0,27.2,1993,7,24,2,0
1993-07-24 03:00:00,570.125,49.6,-8.6,30.0,27.3,1993,7,24,3,0
1993-07-24 04:00:00,570.1667,43.8,-9.8,29.6,27.3,1993,7,24,4,0
1993-07-24 05:00:00,570.2083,37.6,-9.9,29.1,27.1,1993,7,24,5,0
1993-07-24 06:00:00,570.25,29.4,-7.6,29.0,27.5,1993,7,24,6,0
1993-07-24 07:00:00,570.2917,22.2,0.7,29.1,28.3,1993,7,24,7,0
1993-07-24 08:00:00,570.3333,20.6,9.5,29.1,28.7,1993,7,24,8,0
1993-07-24 09:00:00,570.375,21.2,11.6,29.2,28.3,1993,7,24,9,0
1993-07-24 10:00:00,570.4167,19.7,8.9,29.7,27.5,1993,7,24,10,0
1993-07-24 11:00:00,570.4583,17.4,6.8,30.1,27.0,1993,7,24,11,0
1993-07-24 12:00:00,570.5,16.1,9.0,30.1,26.8,1993,7,24,12,0
1993-07-24 13:00:00,570.5417,16.0,15.4,29.8,26.7,1993,7,24,13,0
1993-07-24 14:00:00,570.5833,17.8,22.6,29.4,27.0,1993,7,24,14,0
1993-07-24 15:00:00,570.625,23.0,27.7,29.1,27.2,1993,7,24,15,0
1993-07-24 16:00:00,570.6667,32.0,29.8,29.1,27.3,1993,7,24,16,0
1993-07-24 17:00:00,570.7083,40.7,29.9,29.2,27.6,1993,7,24,17,0
1993-07-24 18:00:00,570.75,46.5,29.1,29.1,27.8,1993,7,24,18,0
1993-07-24 19:00:00,570.7917,51.6,25.9,29.2,27.7,1993,7,24,19,0
1993-07-24 20:00:00,570.8333,56.4,17.7,29.5,27.4,1993,7,24,20,0
1993-07-24 21:00:00,570.875,58.3,9.1,29.7,27.4,1993,7,24,21,0
1993-07-24 22:00:00,570.9167,56.4,5.2,29.7,27.4,1993,7,24,22,0
1993-07-24 23:00:00,570.9583,53.9,2.5,29.5,27.3,1993,7,24,23,0
1993-07-25 00:00:00,571.0,52.9,0.2,29.3,27.4,1993,7,25,0,0
1993-07-25 01:00:00,571.0417,51.7,0.1,29.3,27.4,1993,7,25,1,0
1993-07-25 02:00:00,571.0833,48.9,-1.4,29.3,27.5,1993,7,25,2,0
1993-07-25 03:00:00,571.125,44.9,-3.4,29.3,27.7,1993,7,25,3,0
1993-07-25 04:00:00,571.1667,39.6,-1.1,29.3,27.8,1993,7,25,4,0
1993-07-25 05:00:00,571.2083,34.2,3.3,29.3,27.7,1993,7,25,5,0
1993-07-25 06:00:00,571.25,31.5,3.9,29.2,27.8,1993,7,25,6,0
1993-07-25 07:00:00,571.2917,30.9,3.6,29.2,27.9,1993,7,25,7,0
1993-07-25 08:00:00,571.3333,29.5,5.8,29.2,27.8,1993,7,25,8,0
1993-07-25 09:00:00,571.375,30.2,6.0,29.3,27.8,1993,7,25,9,0
1993-07-25 10:00:00,571.4167,35.8,6.3,29.6,27.8,1993,7,25,10,0
1993-07-25 11:00:00,571.4583,39.0,11.5,29.9,27.6,1993,7,25,11,0
1993-07-25 12:00:00,571.5,34.9,16.8,29.8,27.6,1993,7,25,12,0
1993-07-25 13:00:00,571.5417,31.6,18.9,29.8,27.8,1993,7,25,13,0
1993-07-25 14:00:00,571.5833,33.8,21.0,29.8,27.8,1993,7,25,14,0
1993-07-25 15:00:00,571.625,36.8,24.4,29.6,27.8,1993,7,25,15,0
1993-07-25 16:00:00,571.6667,38.5,27.6,29.2,28.0,1993,7,25,16,0
1993-07-25 17:00:00,571.7083,40.9,29.7,29.1,27.9,1993,7,25,17,0
1993-07-25 18:00:00,571.75,44.9,28.0,29.1,27.7,1993,7,25,18,0
1993-07-25 19:00:00,571.7917,47.1,20.7,29.1,27.7,1993,7,25,19,0
1993-07-25 20:00:00,571.8333,45.8,12.0,29.1,27.7,1993,7,25,20,0
1993-07-25 21:00:00,571.875,44.1,4.5,29.3,27.6,1993,7,25,21,0
1993-07-25 22:00:00,571.9167,41.4,1.2,29.2,27.7,1993,7,25,22,0
1993-07-25 23:00:00,571.9583,34.7,7.0,28.8,28.4,1993,7,25,23,0
1993-07-26 00:00:00,572.0,30.0,13.6,28.6,28.6,1993,7,26,0,0
1993-07-26 01:00:00,572.0417,32.7,11.0,28.7,28.3,1993,7,26,1,0
1993-07-26 02:00:00,572.0833,38.0,4.8,28.9,28.1,1993,7,26,2,0
1993-07-26 03:00:00,572.125,38.6,2.8,28.9,28.1,1993,7,26,3,0
1993-07-26 04:00:00,572.1667,33.2,1.7,28.9,28.1,1993,7,26,4,0
1993-07-26 05:00:00,572.2083,26.5,-0.9,29.1,28.0,1993,7,26,5,0
1993-07-26 06:00:00,572.25,21.7,1.0,29.4,27.6,1993,7,26,6,0
1993-07-26 07:00:00,572.2917,17.5,10.4,29.2,27.5,1993,7,26,7,0
1993-07-26 08:00:00,572.3333,14.7,19.9,28.9,28.0,1993,7,26,8,0
1993-07-26 09:00:00,572.375,14.6,25.2,28.8,28.3,1993,7,26,9,0
1993-07-26 10:00:00,572.4167,13.1,29.3,29.2,27.8,1993,7,26,10,0
1993-07-26 11:00:00,572.4583,13.0,33.3,29.6,27.2,1993,7,26,11,0
1993-07-26 12:00:00,572.5,20.7,35.3,29.6,27.3,1993,7,26,12,0
1993-07-26 13:00:00,572.5417,30.1,32.1,29.5,27.5,1993,7,26,13,0
1993-07-26 14:00:00,572.5833,35.0,24.8,29.5,27.6,1993,7,26,14,0
1993-07-26 15:00:00,572.625,39.5,19.3,29.4,27.6,1993,7,26,15,0
1993-07-26 16:00:00,572.6667,44.5,17.3,29.4,27.7,1993,7,26,16,0
1993-07-26 17:00:00,572.7083,46.7,13.6,29.4,27.8,1993,7,26,17,0
1993-07-26 18:00:00,572.75,48.0,6.5,29.2,27.9,1993,7,26,18,0
1993-07-26 19:00:00,572.7917,50.3,-0.8,29.1,27.9,1993,7,26,19,0
1993-07-26 20:00:00,572.8333,52.1,-5.8,29.1,27.8,1993,7,26,20,0
1993-07-26 21:00:00,572.875,52.8,-7.4,29.0,27.8,1993,7,26,21,0
1993-07-26 22:00:00,572.9167,52.4,-8.5,28.9,28.0,1993,7,26,22,0
1993-07-26 23:00:00,572.9583,49.8,-12.0,28.9,28.2,1993,7,26,23,0
1993-07-27 00:00:00,573.0,46.0,-16.5,28.8,28.4,1993,7,27,0,0
1993-07-27 01:00:00,573.0417,44.1,-20.4,29.0,28.3,1993,7,27,1,0
1993-07-27 02:00:00,573.0833,44.6,-21.6,29.3,28.1,1993,7,27,2,0
1993-07-27 03:00:00,573.125,44.5,-20.1,29.4,28.0,1993,7,27,3,0
1993-07-27 04:00:00,573.1667,41.5,-17.6,29.4,27.9,1993,7,27,4,0
1993-07-27 05:00:00,573.2083,35.6,-14.9,29.2,27.9,1993,7,27,5,0
1993-07-27 06:00:00,573.25,30.9,-12.9,29.0,28.2,1993,7,27,6,0
1993-07-27 07:00:00,573.2917,31.2,-8.3,29.0,28.3,1993,7,27,7,0
1993-07-27 08:00:00,573.3333,34.2,-0.8,29.3,28.0,1993,7,27,8,0
1993-07-27 09:00:00,573.375,37.0,0.4,29.6,27.8,1993,7,27,9,0
1993-07-27 10:00:00,573.4167,37.5,0.1,29.5,27.9,1993,7,27,10,0
1993-07-27 11:00:00,573.4583,35.5,8.3,29.2,28.2,1993,7,27,11,0
1993-07-27 12:00:00,573.5,34.8,13.9,29.1,28.4,1993,7,27,12,0
1993-07-27 13:00:00,573.5417,36.1,10.3,29.2,28.4,1993,7,27,13,0
1993-07-27 14:00:00,573.5833,37.0,10.3,29.3,28.5,1993,7,27,14,0
1993-07-27 15:00:00,573.625,40.1,15.5,29.6,28.4,1993,7,27,15,0
1993-07-27 16:00:00,573.6667,46.0,16.4,29.7,28.3,1993,7,27,16,0
1993-07-27 17:00:00,573.7083,49.9,13.9,29.5,28.3,1993,7,27,17,0
1993-07-27 18:00:00,573.75,51.6,12.3,29.4,28.3,1993,7,27,18,0
1993-07-27 19:00:00,573.7917,50.5,10.1,29.4,28.3,1993,7,27,19,0
1993-07-27 20:00:00,573.8333,42.6,7.9,29.6,27.7,1993,7,27,20,0
1993-07-27 21:00:00,573.875,34.0,7.6,30.0,26.9,1993,7,27,21,0
1993-07-27 22:00:00,573.9167,34.4,7.9,30.0,27.0,1993,7,27,22,0
1993-07-27 23:00:00,573.9583,39.2,6.6,29.5,27.9,1993,7,27,23,0
1993-07-28 00:00:00,574.0,39.2,5.4,29.4,28.0,1993,7,28,0,0
1993-07-28 01:00:00,574.0417,34.8,7.2,29.6,27.5,1993,7,28,1,0
1993-07-28 02:00:00,574.0833,30.0,11.2,29.9,27.1,1993,7,28,2,0
1993-07-28 03:00:00,574.125,29.0,13.8,29.9,27.1,1993,7,28,3,0
1993-07-28 04:00:00,574.1667,33.6,11.6,29.6,27.6,1993,7,28,4,0
1993-07-28 05:00:00,574.2083,38.4,5.9,29.5,27.9,1993,7,28,5,0
1993-07-28 06:00:00,574.25,39.7,-0.2,29.4,28.1,1993,7,28,6,0
1993-07-28 07:00:00,574.2917,38.8,-5.8,29.2,28.4,1993,7,28,7,0
1993-07-28 08:00:00,574.3333,38.3,-6.3,29.4,28.2,1993,7,28,8,0
1993-07-28 09:00:00,574.375,38.7,2.1,29.5,28.0,1993,7,28,9,0
1993-07-28 10:00:00,574.4167,37.5,10.2,29.3,28.3,1993,7,28,10,0
1993-07-28 11:00:00,574.4583,35.1,11.9,29.0,28.6,1993,7,28,11,0
1993-07-28 12:00:00,574.5,34.2,12.2,29.0,28.8,1993,7,28,12,0
1993-07-28 13:00:00,574.5417,34.9,10.3,29.0,28.7,1993,7,28,13,0
1993-07-28 14:00:00,574.5833,36.0,4.0,29.2,28.5,1993,7,28,14,0
1993-07-28 15:00:00,574.625,36.7,-0.8,29.3,28.3,1993,7,28,15,0
1993-07-28 16:00:00,574.6667,35.5,-1.7,29.4,28.3,1993,7,28,16,0
1993-07-28 17:00:00,574.7083,32.8,0.4,29.4,28.4,1993,7,28,17,0
1993-07-28 18:00:00,574.75,30.8,2.9,29.4,28.4,1993,7,28,18,0
1993-07-28 19:00:00,574.7917,29.5,1.9,29.6,28.1,1993,7,28,19,0
1993-07-28 20:00:00,574.8333,26.4,1.5,29.8,28.2,1993,7,28,20,0
1993-07-28 21:00:00,574.875,20.6,7.5,29.7,28.4,1993,7,28,21,0
1993-07-28 22:00:00,574.9167,15.1,15.3,29.9,28.3,1993,7,28,22,0
1993-07-28 23:00:00,574.9583,16.0,17.1,30.0,28.3,1993,7,28,23,0
1993-07-29 00:00:00,575.0,24.5,12.7,29.8,28.7,1993,7,29,0,0
1993-07-29 01:00:00,575.0417,29.8,8.6,29.6,29.0,1993,7,29,1,0
1993-07-29 02:00:00,575.0833,25.6,8.9,29.8,28.8,1993,7,29,2,0
1993-07-29 03:00:00,575.125,22.5,11.6,29.7,28.8,1993,7,29,3,0
1993-07-29 04:00:00,575.1667,26.1,13.1,29.6,29.0,1993,7,29,4,0
1993-07-29 05:00:00,575.2083,27.8,13.7,29.5,29.3,1993,7,29,5,0
1993-07-29 06:00:00,575.25,28.6,17.0,29.5,29.3,1993,7,29,6,0
1993-07-29 07:00:00,575.2917,33.9,21.4,29.7,29.0,1993,7,29,7,0
1993-07-29 08:00:00,575.3333,38.7,21.8,29.6,28.9,1993,7,29,8,0
1993-07-29 09:00:00,575.375,41.6,21.0,29.5,28.9,1993,7,29,9,0
1993-07-29 10:00:00,575.4167,44.8,23.8,29.9,28.4,1993,7,29,10,0
1993-07-29 11:00:00,575.4583,44.7,28.0,30.7,27.8,1993,7,29,11,0
1993-07-29 12:00:00,575.5,43.6,31.0,31.0,27.6,1993,7,29,12,0
1993-07-29 13:00:00,575.5417,48.6,31.8,30.9,27.8,1993,7,29,13,0
1993-07-29 14:00:00,575.5833,54.8,28.0,30.8,28.1,1993,7,29,14,0
1993-07-29 15:00:00,575.625,56.6,19.9,30.7,28.3,1993,7,29,15,0
1993-07-29 16:00:00,575.6667,60.8,11.9,30.9,28.1,1993,7,29,16,0
1993-07-29 17:00:00,575.7083,68.2,7.7,31.0,27.7,1993,7,29,17,0
1993-07-29 18:00:00,575.75,69.1,4.2,30.7,27.9,1993,7,29,18,0
1993-07-29 19:00:00,575.7917,65.5,-0.9,30.6,27.9,1993,7,29,19,0
1993-07-29 20:00:00,575.8333,61.9,-0.8,30.7,27.5,1993,7,29,20,0
1993-07-29 21:00:00,575.875,53.9,6.5,30.8,27.3,1993,7,29,21,0
1993-07-29 22:00:00,575.9167,43.1,13.9,30.7,27.4,1993,7,29,22,0
1993-07-29 23:00:00,575.9583,36.2,17.4,30.6,27.7,1993,7,29,23,0
1993-07-30 00:00:00,576.0,33.6,17.6,30.6,28.2,1993,7,30,0,0
1993-07-30 01:00:00,576.0417,31.8,18.5,30.5,28.9,1993,7,30,1,0
1993-07-30 02:00:00,576.0833,28.3,22.0,30.3,29.2,1993,7,30,2,0
1993-07-30 03:00:00,576.125,25.6,26.6,30.5,29.2,1993,7,30,3,0
1993-07-30 04:00:00,576.1667,27.2,33.0,30.5,29.2,1993,7,30,4,0
1993-07-30 05:00:00,576.2083,31.3,40.0,30.3,29.3,1993,7,30,5,0
1993-07-30 06:00:00,576.25,35.0,43.7,30.2,29.3,1993,7,30,6,0
1993-07-30 07:00:00,576.2917,39.1,43.1,30.2,29.3,1993,7,30,7,0
1993-07-30 08:00:00,576.3333,42.9,39.3,30.2,29.1,1993,7,30,8,0
1993-07-30 09:00:00,576.375,43.8,35.4,30.2,28.8,1993,7,30,9,0
1993-07-30 10:00:00,576.4167,41.9,31.4,30.4,28.8,1993,7,30,10,0
1993-07-30 11:00:00,576.4583,38.9,28.1,30.6,28.8,1993,7,30,11,0
1993-07-30 12:00:00,576.5,37.8,28.3,30.6,28.8,1993,7,30,12,0
1993-07-30 13:00:00,576.5417,40.9,23.2,30.4,28.7,1993,7,30,13,0
1993-07-30 14:00:00,576.5833,42.1,13.1,30.3,28.5,1993,7,30,14,0
1993-07-30 15:00:00,576.625,38.3,14.2,30.5,28.3,1993,7,30,15,0
1993-07-30 16:00:00,576.6667,37.3,18.1,30.5,28.4,1993,7,30,16,0
1993-07-30 17:00:00,576.7083,42.7,10.2,30.5,28.6,1993,7,30,17,0
1993-07-30 18:00:00,576.75,48.7,4.0,30.7,28.5,1993,7,30,18,0
1993-07-30 19:00:00,576.7917,51.0,6.9,30.9,28.3,1993,7,30,19,0
1993-07-30 20:00:00,576.8333,50.6,8.8,30.9,28.2,1993,7,30,20,0
1993-07-30 21:00:00,576.875,48.6,7.7,30.8,28.3,1993,7,30,21,0
1993-07-30 22:00:00,576.9167,44.9,6.1,30.8,28.3,1993,7,30,22,0
1993-07-30 23:00:00,576.9583,40.3,5.3,30.8,28.3,1993,7,30,23,0
1993-07-31 00:00:00,577.0,36.2,7.8,30.8,28.3,1993,7,31,0,0
